name,gu,address,class,cafe_menu,review_count,review_top3,background_image_url
누데이크 신사,강남구,서울 강남구 강남대로162길 43 Le82빌딩 1-2층,"카페,디저트","['명란 오니와상', '김치 오니와상', '파 오니와상', '바질 레몬 오니와상']",450,"['특별한 메뉴가 있어요', '디저트가 맛있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230906_68%2F16939891363837qx77_JPEG%2F02.jpg
젠제로,강남구,서울 강남구 선릉로126길 14 예우빌딩 1층,아이스크림,"['소 포장 (3 flavors)', '고메박스 (6 cups)', '중 포장 (4 flavors)', '대 포장 (4 flavors)']",999+,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190616_255%2F1560678889321Dm5U5_JPEG%2FV9dWWiczSE_nEUVyh762y0Bo.jpg
바게트케이,강남구,서울 강남구 테헤란로34길 21-10,베이커리,"['말제르브바게트', '몽쥐 바게트', '에삐 바게트', '바나나푸딩']",999+,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220916_222%2F1663307601022vvDSo_JPEG%2FScreenshot_20220915-222559_KakaoMap.jpg
구테로이테 본점,강남구,서울 강남구 선릉로131길 16 1층 구테로이테,"카페,디저트","['구테로이테', '그라니따', '파인콘', '베리 뱅 콘파나']",999+,"['커피가 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220310_14%2F1646884785746fNk6P_JPEG%2FP1000399_%25BA%25B9%25BB%25E7.jpg
앙꼬,강남구,서울 강남구 학동로56길 32 앙꼬,"카페,디저트","['고양이 모나카', '당고', '통팥 도라야키', '밤만주']",659,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180801_146%2F153311298640375Dzw_JPEG%2FIAHau8c9EfQ4s2iIvgaGS1dB.jpg
천장지구,강남구,서울 강남구 언주로150길 51 2층,"카페,디저트","['카페 오렌지', '도미빵', '에그타르트', '스카치밀크']",999+,"['인테리어가 멋져요', '커피가 맛있어요', '디저트가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220929_184%2F1664442520974Kx41u_JPEG%2FSSS.jpg
윰드,강남구,서울 강남구 도산대로58길 18 1층,브런치카페,"['오버나이트 무슬리', '아사이 프로틴 볼', '헝그 요거트', '머쉬룸 브루세타']",21,['리뷰 참여자가 10명이 되지 않습니다.'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231121_32%2F17005561800022csIi_JPEG%2FIMG_4329.
크림라벨 신사점,강남구,서울 강남구 강남대로154길 37 1층 크림라벨,케이크전문,"['제주감귤미니', '제주감귤1호', '딸기미니케이크', '딸기1호케이크']",409,"['디저트가 맛있어요', '친절해요', '선물하기 좋아요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231126_132%2F1700963229015MtgGV_JPEG%2FIMG_8370.jpeg
티하우스 청담,강남구,서울 강남구 삼성로120길 52-1 1층 티하우스 청담,"카페,디저트","['쁘띠애프터눈티 2인 세트 (예약X)', '시그니처 아이스티', '시그니처 수제밀크티', '스콘 Scone']",999+,"['음료가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230802_286%2F1690928331814dq9T2_JPEG%2FE1F5CD1E-2D85-43E4-AF97-E77D12833E3E.jpeg
해피해피케이크,강남구,서울 강남구 선릉로111길 5,케이크전문,"['마들렌(말차)', '마들렌(퐁당쇼콜라)', '딸기유자타르트', '딸기치즈핑크']",602,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '매장이 청결해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190225_109%2F1551100684561fA3Q9_JPEG%2FSSn2tsE3rkt3HFAPfbAKHtDT.jpg
샌드커피 논탄토 신사,강남구,서울 강남구 도산대로17길 35 1F,카페,"['체즈베', '골든 크림 라테', '온두라스', '이디오피아']",999+,"['커피가 맛있어요', '디저트가 맛있어요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170820_273%2F1503234638706A9ro0_JPEG%2FxxkRo2wQEuUsT85yTMvJiApv.jpg
에그서울,강남구,서울 강남구 학동로55길 22,"카페,디저트","['시그니처 10구', '시그니처 4구', '에그서울 세트', '토핑 계란빵 패키지']",999+,"['디저트가 맛있어요', '인테리어가 멋져요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230425_83%2F1682397973490FXtyO_JPEG%2F1.jpg
맥파이앤타이거 신사티룸,강남구,서울 강남구 논현로153길 44 클레어스서울 2F 맥파이앤타이거 신사티룸,"카페,디저트",['계절의 티코스'],999+,"['차가 맛있어요', '친절해요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230711_272%2F1689066261089F4LGD_JPEG%2FDSC09139.jpg
LE CAFE,강남구,서울 강남구 강남대로156길 48 1층,"카페,디저트","['르 라떼', '뱅쇼', '쑥 라떼', '레몬피치 에이드']",318,"['디저트가 맛있어요', '커피가 맛있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220810_244%2F1660113516140iJcfl_JPEG%2FIMG_0591_2.
김영모과자점 도곡타워점,강남구,서울 강남구 언주로30길 10 현대비젼21,베이커리,['몽블랑'],999+,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160624_170%2F1466746584447GPPUK_JPEG%2F176574546641159_0.jpeg
C27 가로수길점,강남구,서울 강남구 도산대로15길 39,카페,"['치즈케이크', 'C27 coffee', '치즈라떼', '치즈프라페']",999+,"['디저트가 맛있어요', '커피가 맛있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190424_239%2F1556080453206DEWFB_JPEG%2FuCI2K1Tsf44Lm-7dXLkSl6lp.JPG.jpg
% ARABICA 스타필드 코엑스몰점,강남구,서울 강남구 영동대로 513 스타필드 코엑스몰 별마당도서관 1층,"카페,디저트","['에스프레소', '에스프레소 마끼아또', '카페라떼', '아메리카노']",999+,"['커피가 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220920_243%2F1663664471515bUxDK_JPEG%2F01A359E6-105A-4D14-BAD4-81DDE0EE7B61.jpeg
히트커피 로스터스 신사,강남구,서울 강남구 도산대로17길 34 1층,"카페,디저트","['콜드빙하', '플랫화이트', '필터커피']",78,"['커피가 맛있어요', '친절해요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231004_259%2F1696408919257BAQfP_JPEG%2FKakaoTalk_Photo_2023-10-04-17-40-41.jpeg
노티드 삼성,강남구,서울 강남구 테헤란로103길 9 1층,카페,"['우유생크림 도넛', '클래식바닐라 도넛', '라즈베리 도넛', '얼그레이 도넛']",999+,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221228_217%2F1672189139310CXs0O_PNG%2F3%25B9%25F8.png
띠띠빵빵,강남구,서울 강남구 언주로153길 5 1층,"카페,디저트","['CROISSANT', 'CROISSANT AMANDE', 'CROQUE MONSIEUR', 'CHOCOLAT BANANE']",123,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230622_230%2F1687397440117O2Ggp_JPEG%2FIMG_6761.jpeg
아우어베이커리 도산본점,강남구,서울 강남구 도산대로45길 10-11 JYC2빌딩,베이커리,"['더티초코', '빨미까레', '바닐라더블', '그린티더블']",999+,"['빵이 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211105_192%2F1636107982406WWzPE_JPEG%2FttQawAaCV9tz3WKhY6IfmvXq.jpg
로흐,강남구,서울 강남구 테헤란로13길 17 1층 로흐,"카페,디저트",['클래식 휘낭시에'],830,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220224_264%2F16457077361795EuYj_JPEG%2FD29D239B-9B7B-492A-88F0-9FB1E2717010.jpeg
우디집 도산점,강남구,서울 강남구 압구정로46길 32 삼일빌딩,"카페,디저트","['케일바질파인애플주스', '시나몬크로와콘', '초코크로와콘', '우디집 라떼']",910,"['커피가 맛있어요', '인테리어가 멋져요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210705_74%2F1625475361182jpN1O_JPEG%2FzlctWoPeQjuI7909BSuM_jbp.jpeg.jpg
베이커스트 브라운,강남구,"서울 강남구 강남대로102길 21 지하1, 지상1~3층","카페,디저트",[],926,"['디저트가 맛있어요', '커피가 맛있어요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230304_36%2F1677907120502iRlKy_JPEG%2F66778936-BBB2-45AA-9F92-E74E811DA426.jpeg
심재 도곡,강남구,서울 강남구 논현로28길 34 지상 1층,"카페,디저트","['심재크림커피', '얼그레이갸또', '단호박타르트']",999+,"['디저트가 맛있어요', '커피가 맛있어요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200905_70%2F15992959496487Cx6I_JPEG%2FmyvWL3Cu5vwMIRc-rWH18OcA.jpg
아우어베이커리 가로수길점,강남구,서울 강남구 강남대로162길 39,베이커리,"['아메리카노', '더티초코', '에스프레소', '플랫화이트']",999+,"['빵이 맛있어요', '커피가 맛있어요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211105_97%2F1636107601780TrqI2_JPEG%2FOnJPmYPyIf_RSHBS6yimM9C5.jpg
카페드리옹 코엑스점,강남구,서울 강남구 영동대로 513 B1층 아이105호,카페,"['오,쏠 라떼', '브라운 밀키(Signature)', '바닐라 밀푀유', '와일드말차']",999+,"['커피가 맛있어요', '디저트가 맛있어요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220805_274%2F1659675363981PLKHb_JPEG%2FScreenshot_20220804-181327_Instagram.jpg
플링크 압구정,강남구,서울 강남구 언주로173길 23 1층,베이커리,"['Croissant', 'Pain au Chocolate', 'Salt & Butter Bread', 'Salty Financier']",890,"['빵이 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231113_239%2F1699882158539e6XG7_JPEG%2FKakaoTalk_20231113_222623765_13.jpg
로젯런던베이글,강남구,서울 강남구 테헤란로33길 20 1층,베이커리,"['트러플 베이글', '고소허니 베이글', '카야버터 베이글', '쪽파 베이글']",364,"['빵이 맛있어요', '친절해요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230628_35%2F1687887514971bN1QW_JPEG%2FIMG_9215.
청수당갤러리,강남구,서울 강남구 도산대로15길 32-4 1층,"카페,디저트","['말차 몽블랑', '밤 프로마주', '딸기수플레카스텔라(600g)', '스톤드립계란커피']",999+,"['인테리어가 멋져요', '디저트가 맛있어요', '커피가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200815_212%2F1597491562575BzoVx_JPEG%2FhOnygyABl4cM_VJ0bUbltA_k.jpeg.jpg
테이블스,강남구,서울 강남구 논현로85길 52 역삼 푸르지오 시티,베이커리,"['아메리카노', '과일쥬스', '과일쉐이크', '카페라떼']",999+,"['빵이 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191216_232%2F1576431552450yYUoG_JPEG%2FmvNz_-AHKD2Ezv6GV5_cA0k5.jpg
랑꼬뉴,강남구,서울 강남구 도산대로49길 6-8 1층,"카페,디저트","['아포가토', '타르트 따땅 선데', '아이스크림']",68,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231024_285%2F16981544608730arWB_PNG%2F2683529D-769D-4911-9275-F9DEE0128306.png
엔커피스튜디오,강남구,서울 강남구 강남대로 492 2층 N coffee studio,"카페,디저트","['아인슈페너_오리지널', '아인슈페너_클래식', '아인슈페너_쇼콜라', '아메리카노']",955,['리뷰 참여자가 10명이 되지 않습니다.'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221129_186%2F1669714890383a4Ysc_JPEG%2FKakaoTalk_20221116_150311430.jpg
원더시티 뉴욕컵케이크,강남구,서울 강남구 강남대로 556 이투데이 빌딩 1층,베이커리,"['컵케이크', '아메리카노', '카페라떼', '카푸치노']",999+,"['특별한 메뉴가 있어요', '빵이 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20220819_216%2F16609078545731UU0o_JPEG%2F81b855c5-1fb0-11ed-b41c-48df379cc9e4_03.jpg
팬케이크샵 가로수길점,강남구,서울 강남구 강남대로162길 21 1층,"카페,디저트","['오리지널 팬케이크', '애플 시나몬 크런치 팬케이크', '오텔라 팬케이크']",520,"['디저트가 맛있어요', '친절해요', '커피가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220708_5%2F1657288126137r8nlV_JPEG%2F908521C8-1945-4CCE-A98F-54009AB2C2FC.jpeg
브릭샌드 강남역점,강남구,서울 강남구 강남대로 396 강남역 신분당선 지하1층,"카페,디저트","['아몽브릭', '추천세트 5개입', '기본브릭', '포레스트 브릭']",999+,"['디저트가 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230606_210%2F1685979656356KdDa9_JPEG%2FKakaoTalk_20221202_155624541_03.jpg
강남제분소,강남구,서울 강남구 선릉로129길 26 1층 101호,베이커리,['무가당 현미식빵'],58,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231103_272%2F1698972970130eLVAI_JPEG%2FKakaoTalk_20231102_152714915.jpg
홍팥집 양재점,강남구,서울 강남구 남부순환로359길 31 1층,"카페,디저트","['앙금빵 6개', '전통 팥빙수 3종', '앙금빵 선물상자 대', '앙금빵 선물상자 소']",999+,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210101_80%2F16094964453662kzru_JPEG%2FHCfhx0LZMr1fSqAAad7aTNQb.jpeg.jpg
파치노 에스프레소 바 Ver.2,강남구,서울 강남구 강남대로162길 40 2층,"카페,디저트","['파치노 크림라떼', '파치노 더블치즈 케이크', '휘낭시에', '에스프레소']",195,['리뷰 참여자가 10명이 되지 않습니다.'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230509_258%2F1683621587616XSBRs_JPEG%2F1.jpg
버터풀앤크리멀러스 압구정 본점,강남구,서울 강남구 언주로172길 59 1층,베이커리,"['블루베리 요거트크림 크로와상', '딸기 크로와상', '바스크 치즈 케이크(조각)', '버터풀 크로와상']",999+,"['빵이 맛있어요', '커피가 맛있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230330_29%2F1680164959749CUYVn_PNG%2F%25BE%25D0%25B1%25B8%25C1%25A4_%25BA%25BB%25C1%25A1.png
빵어니스타 압구정점,강남구,서울 강남구 도산대로25길 43,베이커리,"['비건 티라미수 달미쿠키', '비건 넛츠 초코칩 라미쿠키', '비건 플레인 쌀사브레', '큐브 비스코티 플레인']",999+,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180410_11%2F1523352737395VArN6_JPEG%2FNJaiQ473qLQrJmYNi-8pIgow.jpg
겟썸커피 Downstairs,강남구,서울 강남구 봉은사로6길 30 지하 1층,"카페,디저트","['더티카푸치노', '아메리카노', '라떼', '플랫화이트']",999+,"['커피가 맛있어요', '디저트가 맛있어요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200723_137%2F1595473735438X9Wiu_JPEG%2FMVA7U4WEbdQ1Rc972qr1RdyI.jpeg.jpg
미미미가든카페,강남구,서울 강남구 도산대로 417 1층,"카페,디저트","['Afternoon tea', '코코베리 파라디조', '라 프리마 세레나따', '더 애프터눈 오브 포지타노']",794,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200515_5%2F1589532717898InI1s_JPEG%2F5t0OiGLFBrL74g6dkrJR01gx.jpg
소나,강남구,서울 강남구 강남대로162길 40 2층 SONA,카페,"['무화과&밤', '그린애플', '3코스 디저트와 음료세트', '샴페인슈가볼']",999+,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230827_37%2F16931158617738rwMK_JPEG%2FIMG_0131.jpeg
루비스 카페,강남구,서울 강남구 압구정로46길 55,"카페,디저트","['브론테 버거', '쉬림프 파스타', '하우스와인', '루비스 스프릿츠']",999+,"['인테리어가 멋져요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230227_48%2F1677483081316cjMSy_JPEG%2F%25B7%25E7%25BA%25F1%25BD%25BA_%25C4%25AB%25C6%25E4_%25B7%25CE%25B0%25ED.jpg
앙떼띠 커피로스터리,강남구,서울 강남구 영동대로 326 3층,카페,"['Hand Drip', 'Americano', 'Veiled Vanilla', 'coffee bean']",860,"['커피가 맛있어요', '뷰가 좋아요', '인테리어가 멋져요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221201_299%2F166985205555569m0F_PNG%2FIMG_9595.
홍만당 가로수길점,강남구,서울 강남구 논현로159길 47 지하 1층 101호,"카페,디저트","['딸기 앙찌', '(NEW) 딸기 빠다 앙찌', '청포도 앙찌', '키위 앙찌']",920,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201107_38%2F1604713338568OKeHI_JPEG%2Fimage.jpg
로스터리 락온 역삼점,강남구,서울 강남구 강남대로94길 71-4 지상1층,"카페,디저트","['롱블랙', '롱블랙 라떼', '아이스 아메리카노24oz', '카페라떼 콘덴사또(연유)']",204,"['커피가 맛있어요', '인테리어가 멋져요', '가성비가 좋아요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230516_175%2F1684235746971yPPRG_JPEG%2FKakaoTalk_20230516_182749660_05.jpg
블루보틀 압구정 카페,강남구,"서울 강남구 논현로 854 101호, 201호",블루보틀,"['지브랄타', '블렌드 (드립)', '싱글 오리진 (드립)', '놀라']",999+,"['커피가 맛있어요', '친절해요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210826_300%2F1629941815164fGmMH_JPEG%2F7RVvxdUxYs3VdVxdSJWXZYuO.jpg
꽁티드툴레아,강남구,서울 강남구 도산대로49길 39,브런치,"['커피', 'Latte', 'Affogato', '아보카도토스트']",999+,"['음식이 맛있어요', '인테리어가 멋져요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200914_239%2F1600012748465FVukt_JPEG%2FdlyCQ41XRzwZcpmE1sPYTpuY.jpeg.jpg
조선델리 더 부티크,강남구,서울 강남구 테헤란로 231 조선팰리스 24층,베이커리,"['딸기 생크림 케이크', '샤인 머스캣 케이크', '버블 후랑보아즈', '카라카스 케이크']",811,"['빵이 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220621_101%2F16557793760702KT5g_JPEG%2FJosun_Deli_the_Boutique_low.jpg
리암스 케이커리,강남구,서울 강남구 도산대로53길 17 2층,베이커리,"['AMERICANO', 'LATTE', 'CAPPUCCINO', 'ESPRESSO']",588,"['빵이 맛있어요', '인테리어가 멋져요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200322_34%2F1584859180833jIPll_PNG%2F1BbeCjKeA9jBKeAbjmv4xUf_.png
라바게트 역삼점,강남구,서울 강남구 언주로67길 19 1층 103호,"카페,디저트","['바게트 샌드위치', '잠봉뵈르', '치킨텐더 샌드위치', '이탈리아 바게트 샌드위치']",45,"['커피가 맛있어요', '가성비가 좋아요', '디저트가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231005_161%2F16964714142395QXKP_PNG%2FKakaoTalk_20231005_094954399.png
꼼다비뛰드,강남구,서울 강남구 강남대로110길 62 지하1층,베이커리,['바게트샌드위치'],999+,"['빵이 맛있어요', '친절해요', '특별한 메뉴가 있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210403_52%2F1617459924276h6Ghe_JPEG%2FIMG_2625.
도레도레 코엑스점,강남구,서울 강남구 영동대로 513 지하1층 도레도레,"카페,디저트","['기분좋아 케이크', 'cake', 'cake', 'cake']",845,"['디저트가 맛있어요', '커피가 맛있어요', '음료가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231023_296%2F1698058730615hIOlx_JPEG%2FCF01DA61-C0BE-4F8C-B07F-B35A3190C5B2.jpeg
마르케,강남구,서울 강남구 강남대로124길 5 1층 마르케,"카페,디저트","['에그타르트', '동경 시오빵', '쪽파 크림치즈 시오빵', '리얼 트러플 시오빵']",999+,"['디저트가 맛있어요', '커피가 맛있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191007_182%2F1570447387468w3RsX_JPEG%2Fq_WwZTb9_IMKI5kehG4iyQzk.jpg
프롬헤라스 도산 플래그십 스토어,강남구,서울 강남구 언주로168길 29 1층,"카페,디저트","['뱅쇼', '딸기라떼', '프롤리라떼', '모카카페라떼']",794,"['커피가 맛있어요', '인테리어가 멋져요', '디저트가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230331_184%2F1680266664932RmwfE_JPEG%2FDSC05336.jpg
비건비거닝,강남구,서울 강남구 선릉로85길 6 호텔뉴브 1층 비건비거닝,"카페,디저트","['뽀빠이빵', '인쑥씨 식빵(큐브 1개)', '쌀과 밤이 살짝쿵(큐브 1개)', '고달단 식빵(큐브 1개)']",394,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210606_120%2F1622947577220a5gGD_JPEG%2FjnDNdMZEWjrmkMYe-zVmPdLJ.jpg
쿠스 카페,강남구,"서울 강남구 도산대로49길 17 , 1층 KUO'S","카페,디저트","[""KUO'S Croffle"", '마로치노 (Marocino)', 'Vanilla Latte', 'Lemon Lime Ade']",999+,"['인테리어가 멋져요', '디저트가 맛있어요', '커피가 맛있어요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230709_188%2F1688895907613TK4ks_JPEG%2F0E952C31-2FC3-40AC-9A35-3A4E09C8B2CE.jpeg
흐비지떼,강남구,서울 강남구 삼성로107길 34 1층 흐비지떼,"카페,디저트",['플레인피낭시에'],598,"['디저트가 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201222_81%2F1608616594036W5tEf_JPEG%2FeyvICDU8wr2czZ2uJSlyUqVi.jpg
김영모과자점 대치점,강남구,"서울 강남구 남부순환로 2927 대치 클래시아 108,109호",베이커리,['몽블랑'],999+,"['빵이 맛있어요', '특별한 메뉴가 있어요', '친절해요']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190104_263%2F15465962212905BgBz_JPEG%2F2Edzq478fUAyAhYh3F17rPt6.jpg
